Todd Gurley,334.83276750000005
Saquon Barkley,326.2405226666667
Melvin Gordon,305.032288
Alvin Kamara,304.8992906666667
Ezekiel Elliott,295.1708906666667
Christian McCaffrey,256.60002133333336
Le'Veon Bell,255.81441600000002
Antonio Brown,249.31043200000002
Phillip Lindsay,229.7180160000001
Tyreek Hill,227.13868800000006
Davante Adams,224.80841600000005
Leonard Fournette,221.15010133333334
James Conner,213.59542285714286
Joe Mixon,207.30236266666668
David Johnson,205.87916800000005
Travis Kelce,202.53060000000005
Julio Jones,202.29473250000004
DeAndre Hopkins,200.17667250000002
Michael Thomas,196.511392
Nick Chubb,194.87259733333337
Adam Thielen,191.651432
Odell Beckham,191.5242
Jordan Howard,189.28600533333338
Mike Evans,188.40155250000004
JuJu Smith-Schuster,184.88881600000008
Brandin Cooks,184.21816
Mark Ingram,184.18752000000006
Zach Ertz,183.073696
Marlon Mack,181.300152
Dalvin Cook,177.50056342857147
Tevin Coleman,176.0858628571429
Chris Carson,174.79710187500004
Stefon Diggs,174.79166400000003
Lamar Miller,174.4267946666667
James White,173.6039946666667
Aaron Jones,173.02548266666668
Deshaun Watson,172.84821312000003
Matt Ryan,171.46732533333338
Kerryon Johnson,170.09115200000005
A.J. Green,170.061696
Drew Brees,169.4421109333334
Kareem Hunt,167.26027371428574
Sony Michel,165.28185142857149
Keenan Allen,165.232256
Derrick Henry,164.03056266666667
Robert Woods,163.73661600000003
Aaron Rodgers,163.60820960000004
T.Y. Hilton,162.73821375000003
LeSean McCoy,159.47465600000004
Calvin Ridley,158.04835200000005
Patrick Mahomes,158.03664799999999
Ben Roethlisberger,153.53413680000003
Eric Ebron,153.47847
Cooper Kupp,153.04117499999998
O.J. Howard,152.06188799999998
George Kittle,151.74666
Tarik Cohen,151.07937386666669
Russell Wilson,150.99619040000005
Kenyan Drake,148.5475870476191
Philip Rivers,147.66630560000004
Julian Edelman,147.66189200000002
Tom Brady,147.17102693333334
Adrian Peterson,144.96245866666672
Alshon Jeffery,144.35902125000004
Tyler Lockett,143.370752
Jarvis Landry,143.35860000000005
Will Fuller,143.09092875000005
Dak Prescott,142.9496581333334
Amari Cooper,142.34336400000004
Jay Ajayi,141.61446933333335
Dante Pettis,141.459472
Emmanuel Sanders,141.33254625
Kirk Cousins,141.07077013333335
Carson Wentz,140.92300556190477
Austin Ekeler,140.8474026666667
Cam Newton,140.18186050000003
Latavius Murray,138.02486133333335
Jared Goff,137.21812192000002
Andrew Luck,136.52570250000002
DeSean Jackson,136.33000000000004
Evan Engram,134.89760142857142
Larry Fitzgerald,133.23340800000003
Tyler Boyd,133.02595600000004
Carlos Hyde,132.9918144761905
Kenny Golladay,131.734575
Matt Breida,130.3621
Jared Cook,130.047872
Marvin Jones,129.61767000000003
Robert Foster,128.275455
Frank Gore,127.78832000000003
Jameis Winston,127.42517752380957
Alex Collins,126.3249405
Albert Wilson,124.94808900000002
T.J. Yeldon,124.66253066666668
Peyton Barber,124.53196800000002
Sammy Watkins,123.108048
Andy Dalton,121.87918704761907
Sterling Shepard,121.64908800000002
Mohamed Sanu,121.54359840000004
Baker Mayfield,121.44340853333337
Gus Edwards,121.01484266666671
C.J. Anderson,120.73445120000002
Bilal Powell,120.34563200000002
Golden Tate,119.82745600000004
Dez Bryant,118.43042400000002
Josh Gordon,117.50692800000002
Matthew Stafford,116.30494186666668
Dion Lewis,116.18208213333335
Doug Martin,115.56940266666669
Jaylen Samuels,115.5652608
Josh Allen,115.07680800000001
Chris Godwin,112.93352000000002
Eli Manning,112.30269600000001
Tre'Quan Smith,111.87348480000001
Elijah McGuire,111.62553600000003
Kyle Rudolph,111.61075200000003
Royce Freeman,111.60330133333338
Mike Williams,111.35880000000003
Jimmy Graham,111.03974400000003
Demaryius Thomas,110.94974625000002
Ryan Fitzpatrick,110.1433872
Robby Anderson,109.98722250000003
Devonta Freeman,109.58662000000001
Marcus Mariota,109.1611437714286
Devin Funchess,109.02052000000003
Christian Kirk,108.47944800000002
Joe Flacco,108.3092032
Hunter Henry,108.13154742857142
Michael Crabtree,107.03582400000002
Jamaal Williams,106.07825066666666
Spencer Ware,105.93494476190479
David Moore,105.85080000000004
D.J. Moore,105.48876800000002
Dede Westbrook,105.12062400000002
David Njoku,104.94028800000001
Anthony Miller,104.55073200000002
Damien Williams,104.16533600000001
Tyrell Williams,104.13174800000003
Blake Bortles,104.09086201904763
Greg Zuerlein,103.82766233766233
LeGarrette Blount,103.58438933333335
Chris Hogan,103.42883040000001
John Brown,103.33176000000002
Antonio Callaway,103.265624
Adam Humphries,103.18140000000002
Duke Johnson,103.06683200000002
Allen Robinson,103.03353600000001
Dontrelle Inman,102.87439680000001
Nyheim Hines,102.8028906666667
Justin Tucker,102.63000000000001
Curtis Samuel,102.3490272
